start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng
Jersey & 3rd,JC074,Grove St PATH,JC005,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871
McGinley Square,JC055,Grove St PATH,JC005,40.7253399253558,-74.06762212514877,40.71958611647166,-74.04311746358871
McGinley Square,JC055,Grove St PATH,JC005,40.7253399253558,-74.06762212514877,40.71958611647166,-74.04311746358871
Leonard Gordon Park,JC080,Grove St PATH,JC005,40.74590996631558,-74.0572714805603,40.71958611647166,-74.04311746358871
Newport PATH,JC066,Grove St PATH,JC005,40.7272235,-74.0337589,40.71958611647166,-74.04311746358871
Newport PATH,JC066,Grove St PATH,JC005,40.7272235,-74.0337589,40.71958611647166,-74.04311746358871
Jersey & 3rd,JC074,Brunswick St,JC023,40.72333158646436,-74.04595255851744,40.7241765,-74.0506564
Newport PATH,JC066,Grove St PATH,JC005,40.7272235,-74.0337589,40.71958611647166,-74.04311746358871
Newport PATH,JC066,Hilltop,JC019,40.7272235,-74.0337589,40.7311689,-74.0575736
Grand St & 14 St,HB506,Warren St,JC006,40.75409,-74.0316,40.7211236,-74.03805095
Grand St & 14 St,HB506,Newport Pkwy,JC008,40.75409,-74.0316,40.7287448,-74.0321082
Grand St & 14 St,HB506,Newport Pkwy,JC008,40.75409,-74.0316,40.7287448,-74.0321082
Jersey & 3rd,JC074,Warren St,JC006,40.72333158646436,-74.04595255851744,40.7211236,-74.03805095
Jersey & 3rd,JC074,Warren St,JC006,40.72333158646436,-74.04595255851744,40.7211236,-74.03805095
Jersey & 3rd,JC074,Warren St,JC006,40.72333158646436,-74.04595255851744,40.7211236,-74.03805095
McGinley Square,JC055,Newport Pkwy,JC008,40.7253399253558,-74.06762212514877,40.7287448,-74.0321082
Jersey & 3rd,JC074,Warren St,JC006,40.72333158646436,-74.04595255851744,40.7211236,-74.03805095
Leonard Gordon Park,JC080,Pershing Field,JC024,40.74590996631558,-74.0572714805603,40.742677141,-74.051788633
Newport PATH,JC066,Harborside,JC104,40.7272235,-74.0337589,40.7192517,-74.034234
Newport PATH,JC066,Harborside,JC104,40.7272235,-74.0337589,40.7192517,-74.034234
Jersey & 3rd,JC074,Grove St PATH,JC005,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871
Jersey & 3rd,JC074,Grove St PATH,JC005,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871
Jersey & 3rd,JC074,Grove St PATH,JC005,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871
Jersey & 3rd,JC074,Grove St PATH,JC005,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871
Jersey & 3rd,JC074,Grove St PATH,JC005,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871
